iter	RMSE
142	2.655035809
143	2.651640468
144	2.647607727
145	2.643869418
146	2.640109545
147	2.636554446
148	2.632895982
149	2.629335899
150	2.625680212
151	2.622012524
152	2.61831167
153	2.614706097
154	2.611094499
155	2.607816799
156	2.604456521
157	2.601319095
158	2.597773798
159	2.594553785
160	2.591464675
161	2.587985473
162	2.585120889
163	2.581983402
164	2.57873018
165	2.575962058
166	2.572737079
167	2.569788753
168	2.566708551
169	2.564077142
170	2.561045782
171	2.558090658
172	2.555352856
173	2.552766316
174	2.549945388
175	2.547166616
176	2.544594484
177	2.541636678
178	2.539034877
179	2.536079782
180	2.53332562
181	2.53060175
182	2.527842863
183	2.525223673
184	2.52251624
185	2.519883114
186	2.517494113
187	2.515059048
188	2.512363932
189	2.509541303
190	2.507079306
191	2.504521324
192	2.502214683
193	2.499983351
194	2.49762509
195	2.495122732
196	2.492730728
197	2.490466578
198	2.487945138
199	2.485453593
200	2.483173267
201	2.481040202
202	2.478951881
203	2.476604731
204	2.474173511
205	2.471812258
206	2.469647004
207	2.467619421
208	2.465340997
209	2.46307026
210	2.460900423
211	2.458694142
212	2.456717602
213	2.454741063
214	2.452496996
215	2.450287937
216	2.448242404
217	2.446411375
218	2.444574196
219	2.44277384
220	2.440873416
221	2.439051026
222	2.437008856
223	2.435091239
224	2.43288285
225	2.430868341
226	2.428795082
227	2.426976682
228	2.424977789
229	2.422731496
230	2.420841159
231	2.419033456
232	2.417274925
233	2.415353505
234	2.413541446
235	2.411656089
236	2.409755654
237	2.408093261
238	2.406227692
239	2.404588618
240	2.402740686
241	2.401107154
242	2.399160455
243	2.397167353
244	2.395364272
245	2.393768591
246	2.392111126
247	2.39030633
248	2.388350587
249	2.386587506
250	2.384828027
251	2.383099258
252	2.381193182
253	2.379458014
254	2.377714175
255	2.376211732
256	2.374619881
257	2.372850973
258	2.371045336
259	2.369287035
260	2.367521789
261	2.365795933
262	2.36406325
263	2.362868978
264	2.361182486
265	2.359574527
266	2.357763163
267	2.356306911
268	2.354694191
269	2.353118249
270	2.351775931
271	2.35014463
272	2.348548791
273	2.346943812
274	2.345482016
275	2.3438073
276	2.342231512
277	2.340788728
278	2.3394494
279	2.33763753
280	2.335891156
281	2.334371691
282	2.332970747
283	2.33133061
284	2.329728165
285	2.328031323
286	2.326473713
287	2.324959272
288	2.323557854
289	2.322073002
290	2.3206054
291	2.319021117
292	2.3176168
293	2.316196983
294	2.314881648
295	2.313515423
296	2.311891121
297	2.310568889
298	2.309265835
299	2.307820265
300	2.306485965
301	2.304981857
302	2.303656143
303	2.302479068
304	2.301189195
305	2.299771557
306	2.298568967
307	2.297115811
308	2.295969624
309	2.294676014
310	2.29346076
311	2.291894816
312	2.290983329
313	2.289800214
314	2.288370258
315	2.287115099
316	2.285996747
317	2.284668076
318	2.283502577
319	2.282294493
320	2.28111426
321	2.280122204
322	2.279034388
323	2.277725412
324	2.276546728
325	2.275442853
326	2.274228297
327	2.272906213
328	2.271529578
329	2.270296169
330	2.269039755
331	2.267875691
332	2.266624195
333	2.265636755
334	2.264385205
335	2.263238212
336	2.261834182
337	2.260678486
338	2.259225753
339	2.258115587
340	2.257158226
341	2.255778233
342	2.254632161
343	2.253553015
344	2.252302841
345	2.251397261
346	2.250369854
347	2.249336237
348	2.248333636
349	2.247325546
350	2.246377868
351	2.245227037
352	2.244180599
353	2.243096724
354	2.242061459
355	2.241047265
356	2.239919581
357	2.238958774
358	2.237791197
359	2.236851519
360	2.235728916
361	2.234781115
362	2.233791153
363	2.232952085
364	2.23200636
365	2.230834106
366	2.229845426
367	2.228896655
368	2.227676547
369	2.226709325
370	2.225811007
371	2.224920286
372	2.224035784
373	2.223104552
374	2.222027302
375	2.221056211
376	2.220161572
377	2.219199396
378	2.218277004
379	2.217126947
380	2.216117008
381	2.214919412
382	2.213993698
383	2.213264216
384	2.212394444
385	2.2114604
386	2.210476821
387	2.20940064
388	2.208402745
389	2.207560348
390	2.206684958
391	2.205954829
392	2.205021015
393	2.204072268
394	2.203007445
395	2.201905628
396	2.200963299
397	2.199934013
398	2.199114259
399	2.198277264
400	2.197122978
401	2.196417862
402	2.195522568
403	2.194541384
404	2.193858273
405	2.192827394
406	2.191932332
407	2.191153832
408	2.190337221
409	2.189292793
410	2.188525248
411	2.187818209
412	2.187003197
413	2.186217066
414	2.185435283
415	2.184779915
416	2.18383904
417	2.183040075
418	2.182354322
419	2.181493665
420	2.180584236
421	2.179756173
422	2.178929974
423	2.177882212
424	2.177025372
425	2.176208568
426	2.175550733
427	2.174733252
428	2.173986388
429	2.173255523
430	2.172373347
431	2.17156674
432	2.170819146
433	2.17008666
434	2.169335225
435	2.168637579
436	2.168068649
437	2.167288839
438	2.166609798
439	2.165842312
440	2.165257495
441	2.164571126
442	2.163607146
443	2.162888183
444	2.162200734
445	2.161406502
446	2.160547773
447	2.159848628
448	2.158959502
449	2.158208415
450	2.157552286
451	2.156780936
452	2.156120761
453	2.155580924
454	2.154677022
455	2.153907554
456	2.153123888
457	2.152197395
458	2.151599992
459	2.150862382
460	2.15006637
461	2.149351951
462	2.148679686
463	2.147994268
464	2.147341182
465	2.146466032
466	2.145546173
467	2.14489826
468	2.144243554
469	2.143525746
470	2.142947309
471	2.142302404
472	2.141585448
473	2.140902331
474	2.140099313
475	2.139487535
476	2.138885323
477	2.138305118
478	2.137664636
479	2.137077694
480	2.136425455
481	2.135941159
482	2.135183009
483	2.134563623
484	2.133907698
485	2.1330719
486	2.132558596
487	2.131879305
488	2.131227683
489	2.130665986
490	2.13021018
491	2.129801983
492	2.129172014
493	2.128640938
494	2.127972528
495	2.127388503
496	2.126821213
497	2.126075935
498	2.125688218
499	2.125180317
500	2.124612303
501	2.124046838
502	2.123536637
503	2.123057436
504	2.12245621
505	2.12166807
506	2.121072777
507	2.120485902
508	2.11976767
509	2.118990028
510	2.118238122
511	2.11779737
512	2.117256002
513	2.116769391
514	2.11628303
515	2.115508248
516	2.114802849
517	2.114210722
518	2.113573227
519	2.112938993
520	2.112108537
521	2.111246567
522	2.110717659
523	2.110225729
524	2.109641109
525	2.108894234
526	2.108296318
527	2.107505631
528	2.106848573
529	2.106115581
530	2.105212405
531	2.104604836
532	2.104172857
533	2.10349695
534	2.102856526
535	2.10207354
536	2.10129811
537	2.100673169
538	2.100035051
539	2.099445695
540	2.098995314
541	2.098195537
542	2.097669462
543	2.097224017
544	2.096692102
545	2.096174605
546	2.095711528
547	2.09523778
548	2.094828044
549	2.094280103
550	2.093786081
551	2.0931575
552	2.092649734
553	2.092189104
554	2.091706492
555	2.091334822
556	2.090904876
557	2.090408105
558	2.08985825
559	2.089358632
560	2.088757077
561	2.088319304
562	2.087905056
563	2.087439185
564	2.086643674
565	2.086088612
566	2.085707748
567	2.085081313
568	2.084522659
569	2.084131986
570	2.083747593
571	2.083278614
572	2.082817753
573	2.082374399
574	2.081724253
575	2.081275713
576	2.080833152
577	2.080311127
578	2.079827992
579	2.079377606
580	2.078982397
581	2.078415078
582	2.077945046
583	2.077187777
584	2.076549603
585	2.07614734
586	2.075416438
587	2.075040651
588	2.074380251
589	2.073856189
590	2.073395893
591	2.07292098
592	2.072387096
593	2.071933876
594	2.071434364
595	2.070970139
596	2.07050955
597	2.070098766
598	2.069509281
599	2.069148252
600	2.068576073
601	2.068083761
602	2.067561223
603	2.067129
604	2.066423029
605	2.066333327
606	2.065657987
607	2.065215478
608	2.064968305
609	2.064581729
610	2.064174384
611	2.063691004
612	2.063118279
613	2.062733827
614	2.062120228
615	2.061551941
616	2.060969865
617	2.060541335
618	2.060071979
619	2.059828888
620	2.059409076
621	2.058829196
622	2.058442929
623	2.058010354
624	2.057383525
625	2.057030515
626	2.056681206
627	2.056270174
628	2.05580803
629	2.055301315
630	2.05476867
631	2.054364454
632	2.053961247
633	2.053468596
634	2.053114389
635	2.052607108
636	2.052319033
637	2.051897098
638	2.051465192
639	2.051190247
640	2.050597653
641	2.049995942
642	2.049674113
643	2.04915536
644	2.048545986
645	2.048169135
646	2.047737789
647	2.047336409
648	2.047033325
649	2.046436538
650	2.046349736
651	2.045917539
652	2.045597295
653	2.045039856
654	2.044661057
655	2.044141285
656	2.043665179
657	2.043278643
658	2.042794966
659	2.042504648
660	2.04214575
661	2.04177
662	2.041440465
663	2.040947858
664	2.040268154
665	2.039841906
666	2.039529682
667	2.039203209
668	2.038926073
669	2.038430562
670	2.038061273
671	2.037667261
672	2.03712572
673	2.036531014
674	2.036119156
675	2.035809104
676	2.035472547
677	2.035097075
678	2.034528301
679	2.034268049
680	2.03399572
681	2.033611544
682	2.033249067
683	2.032882453
684	2.032554897
685	2.032041849
686	2.031756294
687	2.031393498
688	2.031048033
689	2.030409587
690	2.030067559
691	2.029769167
692	2.029460702
693	2.029102382
694	2.02880555
695	2.028510368
696	2.02799658
697	2.027589659
698	2.026999122
699	2.026695143
700	2.026378345
701	2.025869309
702	2.025526745
703	2.025184454
704	2.024799855
705	2.024393193
706	2.023896544
707	2.023500464
708	2.023011618
709	2.022592035
710	2.022231871
711	2.021826543
712	2.021383729
713	2.021051703
714	2.020655039
715	2.020075251
716	2.019471406
717	2.018994254
718	2.018509444
719	2.018152549
720	2.017539258
721	2.017095451
722	2.016777317
723	2.016129792
724	2.01583343
725	2.015537801
726	2.015146314
727	2.014841012
728	2.014569625
729	2.014235291
730	2.013947616
731	2.013391531
732	2.013173345
733	2.012912814
734	2.012627998
735	2.01228622
736	2.011992724
737	2.011566203
738	2.011333271
739	2.011012472
740	2.010674274
741	2.010244737
742	2.009846467
743	2.009506802
744	2.009254197
745	2.009029329
746	2.008439485
747	2.008037206
748	2.007798655
749	2.007408133
750	2.006938241
751	2.006633306
752	2.006222528
753	2.006157408
754	2.005862561
755	2.005399943
756	2.005005095
757	2.00471834
758	2.004488305
759	2.003904177
760	2.003348384
761	2.002863942
762	2.002357242
763	2.002080744
764	2.001763267
765	2.001415706
766	2.001101401
767	2.000772617
768	2.000712096
769	2.000350707
770	2.000121836
771	1.999608504
772	1.999048681
773	1.998831088
774	1.998565831
775	1.998180495
776	1.997817416
777	1.997578449
778	1.997252427
779	1.99719311
780	1.996884559
781	1.996716762
782	1.99634765
783	1.996045471
784	1.995803784
785	1.995387824
786	1.995086233
787	1.994738465
788	1.994505099
789	1.994136648
790	1.993872549
791	1.99354988
792	1.993282327
793	1.99296826
794	1.992911881
795	1.992535786
796	1.992265084
797	1.992037093
798	1.991693096
799	1.991462779
800	1.991032751
801	1.99048176
802	1.990344658
803	1.990175343
804	1.989997018
805	1.98973351
806	1.989266803
807	1.988731887
808	1.988414723
809	1.988156757
810	1.988102652
811	1.987742163
812	1.987435281
813	1.987191094
814	1.986953164
815	1.98666018
816	1.986438398
817	1.986003285
818	1.985681675
819	1.985398403
820	1.985089116
821	1.984810234
822	1.984347588
823	1.984093465
824	1.98373932
825	1.983378744
826	1.983110941
827	1.98271334
828	1.982502917
829	1.982213013
830	1.981837666
831	1.98153069
832	1.981187709
833	1.981136302
834	1.980744099
835	1.980361907
836	1.980004865
837	1.979701418
838	1.979445109
839	1.979195165
840	1.978778487
841	1.978509694
842	1.978170933
843	1.977919245
844	1.977554835
845	1.97719849
846	1.976874013
847	1.976688485
848	1.976449086
849	1.976248368
850	1.976180487
851	1.975960641
852	1.975414645
853	1.975355318
854	1.975025817
855	1.974543084
856	1.974109131
857	1.973946744
858	1.973614882
859	1.973280719
860	1.972920913
861	1.972631447
862	1.972348451
863	1.972152147
864	1.971924378
865	1.9718235
866	1.971751731
867	1.971315788
868	1.971020909
869	1.970822759
870	1.970769759
871	1.970640722
872	1.970269001
873	1.970011386
874	1.969662168
875	1.969177994
876	1.968922893
877	1.968873228
878	1.968609664
879	1.968552907
880	1.968279332
881	1.968117101
882	1.967863547
883	1.967609248
884	1.967482226
885	1.967436474
886	1.967057872
887	1.966742053
888	1.96653941
889	1.966271093
890	1.965916646
891	1.965652566
892	1.965168254
893	1.964869238
894	1.964687048
895	1.964388064
896	1.964060318
897	1.96401414
898	1.963961578
899	1.963700041
900	1.963539093
901	1.963213838
902	1.963171038
903	1.963129058
904	1.962873572
905	1.962588368
906	1.962456505
907	1.962332307
908	1.962149468
909	1.961811564
910	1.961403466
911	1.961152294
912	1.960746641
913	1.960521678
914	1.960438488
915	1.960019817
916	1.959974383
917	1.959928712
918	1.959707729
919	1.959480357
920	1.959164559
921	1.958982872
922	1.958942384
923	1.958748665
924	1.958484286
925	1.958301633
926	1.957977727
927	1.957543909
928	1.957503955
929	1.957377234
930	1.957101971
931	1.95706293
932	1.956566903
933	1.956519794
934	1.956218887
935	1.95585369
936	1.955606671
937	1.955208626
938	1.954996749
939	1.954721875
940	1.954377751
941	1.954233671
942	1.954134428
943	1.95391661
944	1.953773427
945	1.953657069
946	1.953618803
947	1.953376859
948	1.953074343
949	1.952814527
950	1.95277469
951	1.952477135
952	1.951983548
953	1.951553004
954	1.951247467
955	1.951058554
956	1.951022822
957	1.950847527
958	1.950610973
959	1.950304881
960	1.950010742
961	1.949900924
962	1.949305751
963	1.949270266
964	1.949230208
965	1.949009503
966	1.948970804
967	1.948811507
968	1.948553449
969	1.948325371
970	1.947811851
971	1.947777389
972	1.947739367
973	1.947702031
974	1.947567121
975	1.947533784
976	1.94709509
977	1.946730497
978	1.946686859
979	1.946615847
980	1.946361049
981	1.946306697
982	1.946078377
983	1.945810965
984	1.945776795
985	1.945740179
986	1.945707192
987	1.945402176
988	1.945368032
989	1.945331967
990	1.945295298
991	1.945260601
992	1.945038192
993	1.945001178
994	1.944496778
995	1.944461071
996	1.944430254
997	1.944116985
998	1.943788677
999	1.94361888
