iter	RMSE
250	1.880994884
251	1.880353243
252	1.879451417
253	1.878425283
254	1.878355737
255	1.878287542
256	1.877090541
257	1.875902857
258	1.875833053
259	1.874213492
260	1.87308568
261	1.872397488
262	1.870593054
263	1.869405087
264	1.86933982
265	1.868737038
266	1.868675279
267	1.867488545
268	1.866604289
269	1.8665447
270	1.86435022
271	1.864123346
272	1.863257339
273	1.862170498
274	1.860981237
275	1.860924997
276	1.860643075
277	1.860280277
278	1.859731248
279	1.858884266
280	1.857305967
281	1.856342846
282	1.855315727
283	1.85440994
284	1.853230494
285	1.852299822
286	1.850587161
287	1.848618434
288	1.847773462
289	1.847723993
290	1.84769074
291	1.846373873
292	1.844745496
293	1.842872188
294	1.841380754
295	1.84051617
296	1.840013123
297	1.83760579
298	1.83603432
299	1.834709515
300	1.833992408
301	1.83333135
302	1.832113396
303	1.831008817
304	1.829138852
305	1.828546866
306	1.826541548
307	1.825928729
308	1.82549912
309	1.824259827
310	1.822032526
311	1.819702183
312	1.818868456
313	1.817918459
314	1.817467723
315	1.816610351
316	1.815441081
317	1.812539638
318	1.810392598
319	1.809164758
320	1.807812581
321	1.80680049
322	1.806767296
323	1.805871079
324	1.805384043
325	1.805353214
326	1.804894538
327	1.803935036
328	1.802782821
329	1.801390331
330	1.799987484
331	1.79865312
332	1.798155386
333	1.797132256
334	1.795410716
335	1.794404109
336	1.792951152
337	1.792554354
338	1.791687252
339	1.790928076
340	1.790192984
341	1.790163778
342	1.789028562
343	1.788259014
344	1.78737462
345	1.786457985
346	1.785925034
347	1.785449377
348	1.784459552
349	1.782960421
350	1.782060062
351	1.781016659
352	1.780587659
353	1.779386796
354	1.777450302
355	1.777055221
356	1.775964023
357	1.775155415
358	1.774089711
359	1.772150907
360	1.770907753
361	1.770753627
362	1.769565129
363	1.768105965
364	1.766412561
365	1.765505231
366	1.765158106
367	1.765101112
368	1.76431173
369	1.762620853
370	1.760969048
371	1.759300156
372	1.758816922
373	1.758353884
374	1.757965593
375	1.757144076
376	1.755601135
377	1.754900702
378	1.754339804
379	1.752523712
380	1.751855318
381	1.75118904
382	1.749600713
383	1.74817929
384	1.746553202
385	1.746206726
386	1.745147935
387	1.743556757
388	1.742217834
389	1.740352576
390	1.738541564
391	1.737541674
392	1.737027467
393	1.735510322
394	1.734463954
395	1.733341424
396	1.732539779
397	1.732009813
398	1.730893875
399	1.729675904
400	1.72937294
401	1.728628588
402	1.727083286
403	1.725470375
404	1.724488292
405	1.723539359
406	1.722500439
407	1.721591923
408	1.720826025
409	1.719908129
410	1.718519168
411	1.717374349
412	1.716058042
413	1.7154896
414	1.711931035
415	1.711051544
416	1.709657444
417	1.709178737
418	1.707589096
419	1.70557333
420	1.704891554
421	1.703829629
422	1.703464773
423	1.703214418
424	1.702357874
425	1.701203072
426	1.699656904
427	1.698981412
428	1.697836369
429	1.696412712
430	1.69605907
431	1.693591507
432	1.690040623
433	1.689822238
434	1.689156425
435	1.687919164
436	1.686796524
437	1.685333885
438	1.682090121
439	1.681407041
440	1.681212062
441	1.679674451
442	1.678659072
443	1.677930685
444	1.675465572
445	1.674025818
446	1.672652476
447	1.671492637
448	1.670188159
449	1.669607827
450	1.669071526
451	1.668372535
452	1.667602393
453	1.666549938
454	1.665577458
455	1.66460985
456	1.663989389
457	1.663157845
458	1.659863201
459	1.65881598
460	1.658194714
461	1.65758286
462	1.65615706
463	1.653384601
464	1.652572008
465	1.651508184
466	1.65063946
467	1.650284237
468	1.648210646
469	1.647219022
470	1.6464875
471	1.645511713
472	1.644240713
473	1.642949498
474	1.642054189
475	1.640954355
476	1.639929395
477	1.638989663
478	1.638027713
479	1.636819113
480	1.636201803
481	1.633228262
482	1.63099262
483	1.630079127
484	1.628942379
485	1.628077555
486	1.627776574
487	1.627382023
488	1.626376398
489	1.625685205
490	1.624481317
491	1.623684841
492	1.622769366
493	1.621697945
494	1.621079264
495	1.619430473
496	1.618729249
497	1.61693628
498	1.616411156
499	1.615512964
500	1.615048592
501	1.613250346
502	1.612023646
503	1.611069442
504	1.610164716
505	1.60931357
506	1.608291568
507	1.608202324
508	1.607535212
509	1.606394437
510	1.605128469
511	1.604060022
512	1.603042039
513	1.602392944
514	1.601000832
515	1.600079464
516	1.59878325
517	1.59823567
518	1.597090433
519	1.596863815
520	1.596203735
521	1.59551842
522	1.594563497
523	1.594358355
524	1.593601937
525	1.592720676
526	1.592371047
527	1.591340339
528	1.590767806
529	1.589495017
530	1.588817047
531	1.588725805
532	1.587944064
533	1.587289308
534	1.586999672
535	1.585434506
536	1.585358383
537	1.585085263
538	1.582407229
539	1.58226834
540	1.580312439
541	1.57923768
542	1.57840989
543	1.577822239
544	1.576905039
545	1.575612731
546	1.574915869
547	1.573960908
548	1.572508282
549	1.572340782
550	1.571887823
551	1.571157025
552	1.570537147
553	1.568043058
554	1.567881348
555	1.567101542
556	1.565800719
557	1.563226834
558	1.561726393
559	1.559557096
560	1.558495297
561	1.557730175
562	1.557371553
563	1.557059746
564	1.556422235
565	1.55554434
566	1.555263849
567	1.554997701
568	1.554744958
569	1.554602282
570	1.553720783
571	1.552866481
572	1.552230015
573	1.551476222
574	1.551338552
575	1.550709868
576	1.54980827
577	1.548373166
578	1.548140268
579	1.546570001
580	1.545562225
581	1.545430117
582	1.544597986
583	1.54390278
584	1.543001929
585	1.542391092
586	1.541089846
587	1.538134647
588	1.538015322
589	1.536941989
590	1.535221944
591	1.535147567
592	1.533727008
593	1.532781055
594	1.532665737
595	1.53182446
596	1.531229895
597	1.530960708
598	1.530115952
599	1.528807234
600	1.528039439
601	1.527499485
602	1.526710294
603	1.525822974
604	1.52501203
605	1.523821834
606	1.522761412
607	1.521972637
608	1.520511421
609	1.519971135
610	1.519069663
611	1.517683339
612	1.516600351
613	1.515840054
614	1.514474224
615	1.51292398
616	1.512587663
617	1.511928075
618	1.511054044
619	1.510818695
620	1.510091881
621	1.509098336
622	1.508339254
623	1.50765313
624	1.507054105
625	1.506676614
626	1.506332743
627	1.505756244
628	1.504664818
629	1.503663801
630	1.502637447
631	1.501822826
632	1.500832614
633	1.500582645
634	1.499914636
635	1.499577872
636	1.498421919
637	1.498343129
638	1.498249791
639	1.496256975
640	1.495729953
641	1.494868662
642	1.494112613
643	1.494030395
644	1.492700063
645	1.49251756
646	1.491055621
647	1.490022426
648	1.48987843
649	1.489782158
650	1.489251324
651	1.489168103
652	1.488393505
653	1.486864152
654	1.486012517
655	1.48592772
656	1.48531508
657	1.483485852
658	1.481895172
659	1.481582044
660	1.481031746
661	1.48044495
662	1.479027823
663	1.478432987
664	1.477760362
665	1.47753431
666	1.476258588
667	1.475322744
668	1.474495802
669	1.474034598
670	1.473302288
671	1.472756981
672	1.471893152
673	1.471732492
674	1.471653026
675	1.471294945
676	1.47115759
677	1.470517664
678	1.469385786
679	1.468291897
680	1.46810385
681	1.467624543
682	1.466963256
683	1.466921305
684	1.466161147
685	1.465677855
686	1.465005612
687	1.464087126
688	1.46306654
689	1.461421566
690	1.461113201
691	1.459798221
692	1.45896451
693	1.458912921
694	1.457131627
695	1.45653852
696	1.455708649
697	1.455115383
698	1.454261223
699	1.453169361
700	1.452834315
701	1.45210392
702	1.45144268
703	1.451359766
704	1.449816644
705	1.449376571
706	1.449313238
707	1.447329068
708	1.446510311
709	1.446432715
710	1.445842283
711	1.444977127
712	1.44428982
713	1.443295294
714	1.442015137
715	1.441715101
716	1.441558399
717	1.441483439
718	1.44074181
719	1.439800679
720	1.438777448
721	1.437722469
722	1.436353578
723	1.435346989
724	1.435273056
725	1.434012041
726	1.433045487
727	1.43297418
728	1.432611767
729	1.432544117
730	1.432470696
731	1.432405437
732	1.431890303
733	1.431823304
734	1.429362192
735	1.429333384
736	1.428402519
737	1.428340341
738	1.42727623
739	1.427211288
740	1.427153959
741	1.426165371
742	1.423836
743	1.422962563
744	1.422264528
745	1.42170327
746	1.421010159
747	1.419996202
748	1.419725663
749	1.419051241
750	1.417922724
751	1.417807871
752	1.417628645
753	1.417354971
754	1.416162275
755	1.415590336
756	1.415532851
757	1.415086427
758	1.41479147
759	1.414493162
760	1.414439763
761	1.41425456
762	1.413496042
763	1.41323061
764	1.412225516
765	1.410124898
766	1.410075353
767	1.409543859
768	1.40873398
769	1.407476918
770	1.407220301
771	1.407189667
772	1.407137838
773	1.406382951
774	1.406330975
775	1.405948495
776	1.405128013
777	1.405075054
778	1.404914504
779	1.404093798
780	1.404043684
781	1.402855631
782	1.40113022
783	1.401081613
784	1.399557134
785	1.398710842
786	1.397752475
787	1.397696604
788	1.396550593
789	1.396216899
790	1.395977186
791	1.395933234
792	1.395597944
793	1.394469912
794	1.393415306
795	1.393018114
796	1.392965779
797	1.392125855
798	1.391626831
799	1.390869634
800	1.390294061
801	1.390221867
802	1.389906289
803	1.38897777
804	1.388212972
805	1.387346145
806	1.385220181
807	1.384882531
808	1.383876606
809	1.383840082
810	1.382942984
811	1.382764883
812	1.381697109
813	1.380139094
814	1.379081479
815	1.379040264
816	1.377942877
817	1.376661462
818	1.37529522
819	1.374219772
820	1.373930888
821	1.372701782
822	1.371408511
823	1.370474313
824	1.369388513
825	1.369347079
826	1.368574315
827	1.367760522
828	1.366780497
829	1.366363972
830	1.365713576
831	1.365406369
832	1.365327191
833	1.364656134
834	1.364155943
835	1.363064594
836	1.3622887
837	1.362165361
838	1.361155012
839	1.360318838
840	1.36025843
841	1.35923421
842	1.358521374
843	1.357829101
844	1.357646824
845	1.357220384
846	1.35708437
847	1.355854698
848	1.355073988
849	1.353964071
850	1.35355968
851	1.353526725
852	1.352923671
853	1.351931165
854	1.351300115
855	1.349846999
856	1.349311128
857	1.34875503
858	1.348719023
859	1.348481749
860	1.347722519
861	1.346671
862	1.346103676
863	1.345095714
864	1.344181816
865	1.343300759
866	1.342066109
867	1.340993421
868	1.339883022
869	1.339144966
870	1.3375811
871	1.336595209
872	1.336534314
873	1.335741671
874	1.3354684
875	1.334460438
876	1.333723856
877	1.333496687
878	1.332382455
879	1.331383006
880	1.331017704
881	1.330157061
882	1.329691789
883	1.328933474
884	1.328338807
885	1.328198234
886	1.327676795
887	1.327576035
888	1.326243225
889	1.325154808
890	1.324496094
891	1.323773856
892	1.322476454
893	1.321651921
894	1.321555927
895	1.320762427
896	1.319440701
897	1.31930995
898	1.318499136
899	1.318473471
900	1.317758519
901	1.316900739
902	1.315666062
903	1.315557403
904	1.314837837
905	1.314198915
906	1.312840181
907	1.312221299
908	1.311827302
909	1.310702564
910	1.310198674
911	1.309752465
912	1.309737904
913	1.309138398
914	1.308557413
915	1.308530327
916	1.307101022
917	1.307068513
918	1.305843179
919	1.305146239
920	1.304799227
921	1.303836072
922	1.303213767
923	1.302657914
924	1.302079026
925	1.3011825
926	1.30006372
927	1.299490876
928	1.298602738
929	1.298091346
930	1.297547024
931	1.29637031
932	1.295873487
933	1.295391279
934	1.294803624
935	1.294082837
936	1.292989499
937	1.292037255
938	1.291669496
939	1.291259153
940	1.290790345
941	1.290487544
942	1.289716014
943	1.289343629
944	1.289200216
945	1.288744766
946	1.288302452
947	1.28816365
948	1.287175929
949	1.287061284
950	1.286556098
951	1.286242597
952	1.285799367
953	1.285300322
954	1.285082406
955	1.284872124
956	1.284142813
957	1.282989804
958	1.281711012
959	1.281427768
960	1.280178255
961	1.278981302
962	1.27802756
963	1.277490674
964	1.276424684
965	1.275681676
966	1.275261351
967	1.274774705
968	1.27415765
969	1.273715792
970	1.273258018
971	1.272264375
972	1.272012238
973	1.271940672
974	1.270852239
975	1.270408864
976	1.270313473
977	1.2699
978	1.269767714
979	1.269675985
980	1.268663349
981	1.268260646
982	1.26723175
983	1.266868623
984	1.266631069
985	1.266535176
986	1.26618778
987	1.264973784
988	1.264809109
989	1.264538839
990	1.263727555
991	1.263002283
992	1.262602465
993	1.261871044
994	1.261075153
995	1.260577224
996	1.259713416
997	1.259379038
998	1.258539749
999	1.257838173
